latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-20.25009,128.40024,365.66,1.58,1.24,2023-10-07,553,Aqua,MODIS,100,6.1NRT,313.2,169.42,D
-20.24847,128.42207,362.77,1.58,1.24,2023-10-07,553,Aqua,MODIS,100,6.1NRT,309.69,152.42,D
-20.24823,128.88544,360.19,1.7,1.28,2023-10-07,553,Aqua,MODIS,100,6.1NRT,310.63,152.97,D
-20.24756,128.41512,362,1.58,1.24,2023-10-07,553,Aqua,MODIS,100,6.1NRT,308.39,151.15,D
-20.24583,128.43698,348.93,1.58,1.24,2023-10-07,553,Aqua,MODIS,91,6.1NRT,308.73,89.58,D
-20.24502,128.43002,361.46,1.58,1.24,2023-10-07,553,Aqua,MODIS,100,6.1NRT,311.39,152.78,D
-20.24416,128.36841,343.93,1.57,1.23,2023-10-07,553,Aqua,MODIS,80,6.1NRT,308.87,63.73,D
-20.24247,128.44498,327.64,1.59,1.24,2023-10-07,553,Aqua,MODIS,40,6.1NRT,303.09,27.33,D
-20.24244,128.8511,326.17,1.69,1.28,2023-10-07,553,Aqua,MODIS,52,6.1NRT,309.53,17.71,D
-20.24163,128.38321,384.79,1.57,1.24,2023-10-07,553,Aqua,MODIS,100,6.1NRT,320.63,304.88,D
-20.2413,128.59224,322.83,1.62,1.25,2023-10-07,553,Aqua,MODIS,35,6.1NRT,303.7,18.52,D
-20.23965,128.86703,328.58,1.7,1.28,2023-10-07,553,Aqua,MODIS,70,6.1NRT,309.45,24.94,D
-20.23909,128.39804,368.96,1.58,1.24,2023-10-07,553,Aqua,MODIS,100,6.1NRT,306.47,190.71,D
-20.23826,128.33669,329.11,1.56,1.23,2023-10-07,553,Aqua,MODIS,46,6.1NRT,306.15,25.53,D
-20.23685,128.88307,326.25,1.7,1.28,2023-10-07,553,Aqua,MODIS,49,6.1NRT,309.25,18.65,D
-20.23655,128.41292,412.94,1.58,1.24,2023-10-07,553,Aqua,MODIS,100,6.1NRT,313.31,640.52,D
-20.23573,128.35143,368.4,1.57,1.23,2023-10-07,553,Aqua,MODIS,100,6.1NRT,313.93,185.66,D
-20.234,128.42781,382.64,1.58,1.24,2023-10-07,553,Aqua,MODIS,100,6.1NRT,305.13,301.96,D
-20.23319,128.36621,439.8,1.57,1.23,2023-10-07,553,Aqua,MODIS,100,6.1NRT,333.74,1109.71,D
-20.23296,128.56799,345.43,1.62,1.25,2023-10-07,553,Aqua,MODIS,90,6.1NRT,307.28,79.98,D
-20.23286,128.57474,358.76,1.62,1.25,2023-10-07,553,Aqua,MODIS,99,6.1NRT,307.52,142.22,D
-20.23065,128.38101,469.65,1.57,1.24,2023-10-07,553,Aqua,MODIS,100,6.1NRT,331.16,1919.25,D
-20.23036,128.58325,348.13,1.62,1.25,2023-10-07,553,Aqua,MODIS,92,6.1NRT,304.39,92.29,D
-20.23016,128.59,334.26,1.62,1.25,2023-10-07,553,Aqua,MODIS,77,6.1NRT,302.44,44.16,D
-20.22983,128.52701,359.55,1.61,1.25,2023-10-07,553,Aqua,MODIS,99,6.1NRT,307.76,144.64,D
-20.22962,128.52019,353.25,1.61,1.25,2023-10-07,553,Aqua,MODIS,96,6.1NRT,307.12,113,D
-20.2281,128.39584,377.98,1.58,1.24,2023-10-07,553,Aqua,MODIS,100,6.1NRT,299.47,262.14,D
-20.22731,128.33452,355.25,1.56,1.23,2023-10-07,553,Aqua,MODIS,97,6.1NRT,309.93,118.39,D
-20.22714,128.54214,334.57,1.61,1.25,2023-10-07,553,Aqua,MODIS,76,6.1NRT,303.71,42.97,D
-20.22703,128.53534,353.25,1.61,1.25,2023-10-07,553,Aqua,MODIS,96,6.1NRT,305.35,112.49,D
-20.22477,128.34926,463.1,1.57,1.23,2023-10-07,553,Aqua,MODIS,100,6.1NRT,336.82,1704.85,D
-20.22444,128.55731,402.51,1.62,1.25,2023-10-07,553,Aqua,MODIS,100,6.1NRT,311.96,516.1,D
-20.22443,128.55052,366.95,1.62,1.25,2023-10-07,553,Aqua,MODIS,100,6.1NRT,307.09,189.21,D
-20.22371,128.48778,351.41,1.6,1.25,2023-10-07,553,Aqua,MODIS,95,6.1NRT,310.53,108.09,D
-20.22222,128.36401,392.39,1.57,1.23,2023-10-07,553,Aqua,MODIS,100,6.1NRT,307.68,386.14,D
-20.22183,128.56575,406.54,1.62,1.25,2023-10-07,553,Aqua,MODIS,100,6.1NRT,312.14,572.9,D
-20.22173,128.57251,393.76,1.62,1.25,2023-10-07,553,Aqua,MODIS,100,6.1NRT,308.39,414.66,D
-20.22112,128.50285,425.4,1.6,1.25,2023-10-07,553,Aqua,MODIS,100,6.1NRT,326.38,861,D
-20.21966,128.37881,335.12,1.57,1.24,2023-10-07,553,Aqua,MODIS,80,6.1NRT,297.84,51.56,D
-20.21921,128.58101,338.91,1.62,1.25,2023-10-07,553,Aqua,MODIS,85,6.1NRT,301.77,61.6,D
-20.21853,128.51796,379.03,1.61,1.25,2023-10-07,553,Aqua,MODIS,100,6.1NRT,309.07,275.86,D
-20.21592,128.53311,328.18,1.61,1.25,2023-10-07,553,Aqua,MODIS,40,6.1NRT,301.86,29.77,D
-20.2141,128.94534,325.41,1.72,1.29,2023-10-07,553,Aqua,MODIS,58,6.1NRT,311.38,16.49,D
-20.21396,128.61165,355.82,1.63,1.26,2023-10-07,553,Aqua,MODIS,97,6.1NRT,308.56,129.81,D
-20.2138,128.34708,327.06,1.57,1.23,2023-10-07,553,Aqua,MODIS,66,6.1NRT,301.02,28.32,D
-20.21356,128.61832,376.97,1.63,1.26,2023-10-07,553,Aqua,MODIS,100,6.1NRT,310.93,263.16,D
-20.21264,128.48558,380.95,1.6,1.25,2023-10-07,553,Aqua,MODIS,100,6.1NRT,308.95,293.42,D
-20.21135,128.62686,370.1,1.64,1.26,2023-10-07,553,Aqua,MODIS,100,6.1NRT,308.98,213.7,D
-20.21083,128.63356,347.38,1.64,1.26,2023-10-07,553,Aqua,MODIS,92,6.1NRT,306.59,89.5,D
-20.21004,128.50066,398.28,1.6,1.25,2023-10-07,553,Aqua,MODIS,100,6.1NRT,307.88,465.78,D
-20.20532,129.13112,326.19,1.78,1.31,2023-10-07,553,Aqua,MODIS,65,6.1NRT,312.41,17.52,D
-20.2028,128.60933,337.42,1.63,1.26,2023-10-07,553,Aqua,MODIS,83,6.1NRT,304.61,57.85,D
-20.16061,129.31589,327.6,1.83,1.33,2023-10-07,553,Aqua,MODIS,70,6.1NRT,311.76,22.25,D
-20.15753,129.33325,325.77,1.84,1.33,2023-10-07,553,Aqua,MODIS,65,6.1NRT,309.84,17.05,D
-20.13602,128.65981,336.04,1.65,1.26,2023-10-07,553,Aqua,MODIS,82,6.1NRT,310.24,45.32,D
-20.13328,128.67529,324.74,1.65,1.26,2023-10-07,553,Aqua,MODIS,61,6.1NRT,309.45,14.49,D
-20.13031,128.62659,323.16,1.64,1.26,2023-10-07,553,Aqua,MODIS,25,6.1NRT,308.63,16.01,D
-20.12756,128.64203,330.65,1.65,1.26,2023-10-07,553,Aqua,MODIS,60,6.1NRT,309.91,29.89,D
-20.12713,128.65237,331.99,1.65,1.26,2023-10-07,553,Aqua,MODIS,48,6.1NRT,310.03,29.29,D
-20.12514,128.8537,325.12,1.7,1.28,2023-10-07,553,Aqua,MODIS,63,6.1NRT,309.67,16.78,D
-20.12512,129.12518,340.14,1.78,1.31,2023-10-07,553,Aqua,MODIS,86,6.1NRT,310.96,60.9,D
-20.12482,128.65744,342.58,1.65,1.26,2023-10-07,553,Aqua,MODIS,88,6.1NRT,310.02,65.29,D
-20.12448,128.66792,345.23,1.65,1.26,2023-10-07,553,Aqua,MODIS,91,6.1NRT,310.87,74.74,D
-20.12218,129.14203,333.52,1.79,1.31,2023-10-07,553,Aqua,MODIS,73,6.1NRT,309.15,37.8,D
-20.12205,128.67299,353.76,1.65,1.26,2023-10-07,553,Aqua,MODIS,96,6.1NRT,310.3,113.92,D
-20.12182,128.6835,324.85,1.66,1.27,2023-10-07,553,Aqua,MODIS,64,6.1NRT,309.26,14.89,D
-20.12122,128.61919,332.14,1.64,1.26,2023-10-07,553,Aqua,MODIS,75,6.1NRT,308.52,37.85,D
-20.12105,129.13126,340.88,1.78,1.31,2023-10-07,553,Aqua,MODIS,87,6.1NRT,309.85,61.84,D
-20.11923,129.15891,327.15,1.79,1.31,2023-10-07,553,Aqua,MODIS,17,6.1NRT,309.4,18.45,D
-20.11911,128.62433,337.38,1.64,1.26,2023-10-07,553,Aqua,MODIS,83,6.1NRT,308.67,53.82,D
-20.11856,128.63464,332.14,1.65,1.26,2023-10-07,553,Aqua,MODIS,73,6.1NRT,309.12,35.71,D
-20.11635,128.63976,336.35,1.65,1.26,2023-10-07,553,Aqua,MODIS,76,6.1NRT,310.73,45.45,D
-20.11592,128.65007,343.39,1.65,1.26,2023-10-07,553,Aqua,MODIS,89,6.1NRT,310.96,69.15,D
-20.1136,128.65515,341.5,1.65,1.26,2023-10-07,553,Aqua,MODIS,87,6.1NRT,310.56,60.84,D
-20.11325,128.6656,338.66,1.65,1.26,2023-10-07,553,Aqua,MODIS,85,6.1NRT,309.09,53.26,D
-20.10736,128.63235,359.16,1.65,1.26,2023-10-07,553,Aqua,MODIS,99,6.1NRT,311.05,146.6,D
-20.10469,128.64781,354.73,1.65,1.26,2023-10-07,553,Aqua,MODIS,97,6.1NRT,309.76,121.36,D
-20.09944,128.93188,328.15,1.73,1.29,2023-10-07,553,Aqua,MODIS,71,6.1NRT,310.59,21.56,D
-20.09087,128.91344,325.97,1.72,1.29,2023-10-07,553,Aqua,MODIS,41,6.1NRT,310.71,15.48,D
-20.0779,129.25609,324.83,1.82,1.32,2023-10-07,553,Aqua,MODIS,40,6.1NRT,309.05,14.13,D
-20.07484,129.27336,325.11,1.83,1.32,2023-10-07,553,Aqua,MODIS,45,6.1NRT,309.59,15.45,D
-20.07068,128.9597,332.62,1.74,1.29,2023-10-07,553,Aqua,MODIS,78,6.1NRT,311.03,31.56,D
-20.06922,129.23653,329.37,1.82,1.32,2023-10-07,553,Aqua,MODIS,74,6.1NRT,309.74,26.61,D
-20.06368,128.95282,355.04,1.74,1.29,2023-10-07,553,Aqua,MODIS,97,6.1NRT,312.38,124.5,D
-20.06212,128.94121,348.13,1.73,1.29,2023-10-07,553,Aqua,MODIS,93,6.1NRT,312.23,90.02,D
-20.06086,128.96912,342.84,1.74,1.29,2023-10-07,553,Aqua,MODIS,89,6.1NRT,310.45,68.01,D
-20.05919,128.95744,352.27,1.74,1.29,2023-10-07,553,Aqua,MODIS,95,6.1NRT,311.76,109.51,D
-20.05625,128.97369,346.32,1.74,1.29,2023-10-07,553,Aqua,MODIS,91,6.1NRT,312.06,83.05,D
-20.05502,128.9343,327.27,1.73,1.29,2023-10-07,553,Aqua,MODIS,34,6.1NRT,309.02,19.57,D
-20.05219,128.95056,374.4,1.74,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,313.57,256.53,D
-20.04935,128.9668,431.33,1.74,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,324.01,1084.4,D
-20.04848,126.90114,329.94,1.28,1.12,2023-10-07,553,Aqua,MODIS,42,6.1NRT,316.18,12.2,D
-20.04648,126.9063,328.93,1.28,1.12,2023-10-07,553,Aqua,MODIS,30,6.1NRT,315.86,10.99,D
-20.04618,129.50409,338.99,1.9,1.35,2023-10-07,553,Aqua,MODIS,86,6.1NRT,310.6,66.49,D
-20.03743,129.48364,334.16,1.9,1.35,2023-10-07,553,Aqua,MODIS,71,6.1NRT,311.35,45.31,D
-20.03402,129.22949,323.35,1.82,1.32,2023-10-07,553,Aqua,MODIS,60,6.1NRT,309.47,13.3,D
-20.03193,128.79655,362.35,1.69,1.28,2023-10-07,553,Aqua,MODIS,100,6.1NRT,314.06,170.47,D
-20.02912,128.81245,342.14,1.7,1.28,2023-10-07,553,Aqua,MODIS,88,6.1NRT,309.88,69.51,D
-20.02869,129.46329,353.79,1.89,1.34,2023-10-07,553,Aqua,MODIS,96,6.1NRT,312.79,135.85,D
-20.02548,129.48117,340.65,1.9,1.35,2023-10-07,553,Aqua,MODIS,83,6.1NRT,309.23,71,D
-20.0234,128.77841,322.6,1.69,1.28,2023-10-07,553,Aqua,MODIS,49,6.1NRT,307.37,15.87,D
-20.0208,129.37015,330.35,1.86,1.33,2023-10-07,553,Aqua,MODIS,76,6.1NRT,312.08,33.42,D
-20.02057,128.79431,354.12,1.69,1.28,2023-10-07,553,Aqua,MODIS,96,6.1NRT,309.16,126.37,D
-20.01998,129.44296,383.73,1.89,1.34,2023-10-07,553,Aqua,MODIS,100,6.1NRT,317.33,386.92,D
-20.01676,129.4608,442.58,1.89,1.34,2023-10-07,553,Aqua,MODIS,100,6.1NRT,328.61,1534.17,D
-20.01354,129.47865,334.94,1.9,1.35,2023-10-07,553,Aqua,MODIS,65,6.1NRT,306.02,51.11,D
-20.01126,129.4229,340.61,1.88,1.34,2023-10-07,553,Aqua,MODIS,87,6.1NRT,309.01,74.77,D
-20.00806,129.44054,451.39,1.89,1.34,2023-10-07,553,Aqua,MODIS,100,6.1NRT,329.75,1808.54,D
-20.00483,129.45833,389.43,1.89,1.34,2023-10-07,553,Aqua,MODIS,100,6.1NRT,309.63,462.35,D
-20.00064,128.83989,324.64,1.71,1.28,2023-10-07,553,Aqua,MODIS,57,6.1NRT,307.69,18.43,D
-19.98336,128.94684,340.88,1.74,1.29,2023-10-07,553,Aqua,MODIS,88,6.1NRT,310.11,60.47,D
-19.98052,128.96326,362.03,1.75,1.3,2023-10-07,553,Aqua,MODIS,100,6.1NRT,312.56,168.15,D
-19.98027,128.95325,388.08,1.74,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,318.98,387.5,D
-19.97733,128.96962,371.24,1.75,1.3,2023-10-07,553,Aqua,MODIS,100,6.1NRT,311.54,234.59,D
-19.97468,128.92822,356.22,1.74,1.29,2023-10-07,553,Aqua,MODIS,98,6.1NRT,313.13,131.09,D
-19.97185,128.94458,469.07,1.74,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,400.07,2192.59,D
-19.97171,128.93465,418.59,1.74,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,331.13,820.02,D
-19.969,128.96097,438.78,1.75,1.3,2023-10-07,553,Aqua,MODIS,100,6.1NRT,320.04,1267.07,D
-19.96876,128.95097,485.12,1.74,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,339.86,2850.25,D
-19.96843,129.019,338,1.76,1.3,2023-10-07,553,Aqua,MODIS,85,6.1NRT,310.5,55.21,D
-19.96602,128.90967,388.14,1.73,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,319.06,384.33,D
-19.9658,128.96733,372.76,1.75,1.3,2023-10-07,553,Aqua,MODIS,100,6.1NRT,308.61,244.82,D
-19.96543,129.03561,325.22,1.77,1.3,2023-10-07,553,Aqua,MODIS,52,6.1NRT,307.89,15.35,D
-19.96319,128.92595,490.76,1.74,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,400.07,3102.44,D
-19.96288,128.79233,335.61,1.7,1.28,2023-10-07,553,Aqua,MODIS,82,6.1NRT,308.4,45.67,D
-19.96284,128.98372,328.11,1.75,1.3,2023-10-07,553,Aqua,MODIS,32,6.1NRT,307.88,21.62,D
-19.96042,129.01036,396.27,1.76,1.3,2023-10-07,553,Aqua,MODIS,100,6.1NRT,317.77,488.99,D
-19.96034,128.94229,457.08,1.74,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,324.51,1781.04,D
-19.95753,129.02698,393.94,1.77,1.3,2023-10-07,553,Aqua,MODIS,100,6.1NRT,313.66,460.44,D
-19.95749,128.95865,335.16,1.75,1.3,2023-10-07,553,Aqua,MODIS,83,6.1NRT,304.66,44.62,D
-19.95739,128.89116,370.04,1.73,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,310.5,217.59,D
-19.95686,129.01669,427.25,1.76,1.3,2023-10-07,553,Aqua,MODIS,100,6.1NRT,321.77,1011.29,D
-19.95462,128.97505,326.99,1.75,1.3,2023-10-07,553,Aqua,MODIS,39,6.1NRT,306.52,20.27,D
-19.9546,129.11311,334.94,1.79,1.31,2023-10-07,553,Aqua,MODIS,51,6.1NRT,311.39,42.33,D
-19.95454,128.90738,413.81,1.73,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,314.77,734.76,D
-19.9543,128.77417,372.2,1.69,1.28,2023-10-07,553,Aqua,MODIS,100,6.1NRT,310.9,235.75,D
-19.95385,129.03329,353.02,1.77,1.3,2023-10-07,553,Aqua,MODIS,96,6.1NRT,308.92,117.23,D
-19.9517,128.92366,370.6,1.74,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,305.67,229.22,D
-19.95167,129.12999,340.88,1.8,1.31,2023-10-07,553,Aqua,MODIS,88,6.1NRT,309.43,65.44,D
-19.9515,128.79007,361.72,1.7,1.28,2023-10-07,553,Aqua,MODIS,100,6.1NRT,311.65,162.68,D
-19.9503,129.11929,381.73,1.79,1.31,2023-10-07,553,Aqua,MODIS,100,6.1NRT,314.61,337.69,D
-19.94887,129.008,346.59,1.76,1.3,2023-10-07,553,Aqua,MODIS,92,6.1NRT,307.18,84.62,D
-19.94884,128.93996,332.52,1.74,1.29,2023-10-07,553,Aqua,MODIS,71,6.1NRT,302.1,37.54,D
-19.94877,128.87265,405.52,1.72,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,319.04,597.99,D
-19.94596,129.02461,341.72,1.77,1.3,2023-10-07,553,Aqua,MODIS,88,6.1NRT,307.32,63.63,D
-19.94593,128.88882,440.35,1.73,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,320.71,1286,D
-19.94588,129.09393,350.72,1.79,1.31,2023-10-07,553,Aqua,MODIS,95,6.1NRT,312.61,105.94,D
-19.94308,128.90503,348.83,1.73,1.29,2023-10-07,553,Aqua,MODIS,93,6.1NRT,296.95,101.61,D
-19.94293,128.77193,440.12,1.69,1.28,2023-10-07,553,Aqua,MODIS,100,6.1NRT,329.74,1249.08,D
-19.94293,129.11081,405.61,1.79,1.31,2023-10-07,553,Aqua,MODIS,100,6.1NRT,317.74,637.65,D
-19.94169,129.10019,419.92,1.79,1.31,2023-10-07,553,Aqua,MODIS,100,6.1NRT,321.5,878.97,D
-19.94018,128.85422,386.23,1.72,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,309.04,360.69,D
-19.94011,128.78784,459.99,1.7,1.28,2023-10-07,553,Aqua,MODIS,100,6.1NRT,400.07,1810.72,D
-19.93999,129.12769,354.95,1.8,1.31,2023-10-07,553,Aqua,MODIS,97,6.1NRT,307.95,134.5,D
-19.93863,129.11703,387.89,1.79,1.31,2023-10-07,553,Aqua,MODIS,100,6.1NRT,310.84,399.83,D
-19.93733,128.87033,368.09,1.72,1.29,2023-10-07,553,Aqua,MODIS,100,6.1NRT,303.96,209.33,D
-19.93729,128.80379,360.65,1.7,1.28,2023-10-07,553,Aqua,MODIS,100,6.1NRT,315.46,155.38,D
-19.93718,129.07481,372.24,1.78,1.31,2023-10-07,553,Aqua,MODIS,100,6.1NRT,314.39,246.35,D
-19.93448,128.88649,348.48,1.73,1.29,2023-10-07,553,Aqua,MODIS,57,6.1NRT,301.39,99.24,D
-19.93445,128.81979,360.65,1.71,1.28,2023-10-07,553,Aqua,MODIS,99,6.1NRT,311.57,154.8,D
-19.93424,129.0916,420.28,1.79,1.31,2023-10-07,553,Aqua,MODIS,100,6.1NRT,320.43,891.1,D
-19.9316,128.83588,357.87,1.71,1.28,2023-10-07,553,Aqua,MODIS,98,6.1NRT,304.77,140.54,D
-19.93157,128.76967,348.96,1.69,1.28,2023-10-07,553,Aqua,MODIS,93,6.1NRT,301.32,103.34,D
-19.93128,129.10847,383.78,1.79,1.31,2023-10-07,553,Aqua,MODIS,100,6.1NRT,309.08,362.5,D
-19.92937,133.52942,325.94,3.78,1.82,2023-10-07,553,Aqua,MODIS,44,6.1NRT,311.01,57.11,D
-19.92873,128.78558,422.65,1.7,1.28,2023-10-07,553,Aqua,MODIS,100,6.1NRT,321.55,880.25,D
-19.92852,129.05566,385.59,1.78,1.31,2023-10-07,553,Aqua,MODIS,100,6.1NRT,319.55,368.06,D
-19.92637,133.49637,328.71,3.75,1.81,2023-10-07,553,Aqua,MODIS,50,6.1NRT,313.31,76.47,D
-19.92589,128.80154,415.06,1.7,1.28,2023-10-07,553,Aqua,MODIS,100,6.1NRT,320.06,749.59,D
-19.92556,129.07246,413.17,1.78,1.31,2023-10-07,553,Aqua,MODIS,100,6.1NRT,318.07,755.08,D
-19.92304,128.81755,375.69,1.71,1.28,2023-10-07,553,Aqua,MODIS,100,6.1NRT,304.05,270.2,D
-19.92001,128.96817,327.54,1.75,1.3,2023-10-07,553,Aqua,MODIS,73,6.1NRT,305.7,27.07,D
-19.91986,129.03662,373.21,1.77,1.3,2023-10-07,553,Aqua,MODIS,100,6.1NRT,316.24,253.12,D
-19.91735,128.78334,322.5,1.7,1.28,2023-10-07,553,Aqua,MODIS,58,6.1NRT,296.83,24.96,D
-19.91709,128.98463,333.09,1.76,1.3,2023-10-07,553,Aqua,MODIS,78,6.1NRT,308.73,40.62,D
-19.91691,129.0533,440.95,1.78,1.31,2023-10-07,553,Aqua,MODIS,100,6.1NRT,324.15,1354.08,D
-19.91417,129.0011,332.42,1.76,1.3,2023-10-07,553,Aqua,MODIS,47,6.1NRT,310.78,36.24,D
-19.91394,129.0701,372.8,1.78,1.31,2023-10-07,553,Aqua,MODIS,100,6.1NRT,305.37,256.31,D
-19.91124,126.8563,357.77,1.28,1.12,2023-10-07,553,Aqua,MODIS,98,6.1NRT,317.95,84.81,D
-19.91124,129.01761,344.07,1.77,1.3,2023-10-07,553,Aqua,MODIS,90,6.1NRT,313.27,79.82,D
-19.90847,128.96593,354.26,1.75,1.3,2023-10-07,553,Aqua,MODIS,97,6.1NRT,307.23,133.05,D
-19.90827,129.03432,376.63,1.77,1.3,2023-10-07,553,Aqua,MODIS,100,6.1NRT,308.33,288.13,D
-19.90553,128.98238,365.09,1.76,1.3,2023-10-07,553,Aqua,MODIS,100,6.1NRT,311.98,197.61,D
-19.9053,129.05101,339.11,1.78,1.31,2023-10-07,553,Aqua,MODIS,83,6.1NRT,301.78,62.94,D
-19.90426,129.30519,333.56,1.85,1.33,2023-10-07,553,Aqua,MODIS,70,6.1NRT,305.83,45.23,D
-19.9026,128.99883,388.83,1.76,1.3,2023-10-07,553,Aqua,MODIS,100,6.1NRT,318.8,408.97,D
-19.89966,129.01529,381.83,1.77,1.3,2023-10-07,553,Aqua,MODIS,100,6.1NRT,312.42,338.4,D
-19.89927,126.86641,331.5,1.28,1.12,2023-10-07,553,Aqua,MODIS,32,6.1NRT,315.42,15.4,D
-19.89815,129.29683,343.68,1.85,1.33,2023-10-07,553,Aqua,MODIS,90,6.1NRT,306.45,88.97,D
-19.89692,128.96367,332.62,1.75,1.3,2023-10-07,553,Aqua,MODIS,80,6.1NRT,306.19,47.91,D
-19.89554,129.24245,370.33,1.83,1.33,2023-10-07,553,Aqua,MODIS,100,6.1NRT,313.16,248.64,D
-19.89397,128.9801,467.25,1.76,1.3,2023-10-07,553,Aqua,MODIS,100,6.1NRT,338.36,2168.17,D
-19.89246,129.25983,371.73,1.84,1.33,2023-10-07,553,Aqua,MODIS,100,6.1NRT,311.82,262.38,D
-19.89102,128.99655,412.2,1.76,1.3,2023-10-07,553,Aqua,MODIS,100,6.1NRT,312.7,740.26,D
-19.88939,129.27716,347.51,1.85,1.33,2023-10-07,553,Aqua,MODIS,93,6.1NRT,307.26,105.44,D
-19.88738,128.97327,344.53,1.76,1.3,2023-10-07,553,Aqua,MODIS,91,6.1NRT,307.92,94.51,D
-19.88528,126.82664,328.71,1.27,1.12,2023-10-07,553,Aqua,MODIS,40,6.1NRT,313.83,10.5,D
-19.88453,128.98975,339.39,1.76,1.3,2023-10-07,553,Aqua,MODIS,87,6.1NRT,304.08,74.28,D
-19.88376,129.24008,389.74,1.83,1.33,2023-10-07,553,Aqua,MODIS,100,6.1NRT,312.17,447.3,D
-19.88242,128.97781,320.91,1.76,1.3,2023-10-07,553,Aqua,MODIS,54,6.1NRT,299.99,20.46,D
-19.88068,129.25739,414.49,1.84,1.33,2023-10-07,553,Aqua,MODIS,100,6.1NRT,319.4,827.22,D
-19.87758,129.27478,374.15,1.85,1.33,2023-10-07,553,Aqua,MODIS,100,6.1NRT,305.69,291.47,D
-19.83998,133.13747,326.49,3.55,1.77,2023-10-07,553,Aqua,MODIS,49,6.1NRT,310.4,62.1,D
-19.83972,133.42711,328.64,3.73,1.81,2023-10-07,553,Aqua,MODIS,57,6.1NRT,310.21,81.42,D
-19.83909,133.39873,374.55,3.71,1.8,2023-10-07,553,Aqua,MODIS,100,6.1NRT,312.85,765.88,D
-19.83897,133.10727,332.9,3.53,1.77,2023-10-07,553,Aqua,MODIS,80,6.1NRT,308.55,120.25,D
-19.83218,133.14026,333.93,3.55,1.77,2023-10-07,553,Aqua,MODIS,81,6.1NRT,310.01,125.86,D
-19.83181,133.43335,337.25,3.73,1.81,2023-10-07,553,Aqua,MODIS,79,6.1NRT,308.4,152.92,D
-19.83083,133.38873,359.65,3.71,1.8,2023-10-07,553,Aqua,MODIS,99,6.1NRT,309.81,459.56,D
-19.82435,133.1338,347.09,3.55,1.77,2023-10-07,553,Aqua,MODIS,92,6.1NRT,310.26,260.91,D
-19.82294,126.71164,328.15,1.25,1.11,2023-10-07,553,Aqua,MODIS,52,6.1NRT,315.57,10,D
-19.82198,133.35057,332.38,3.68,1.8,2023-10-07,553,Aqua,MODIS,27,6.1NRT,311.36,97.67,D
-19.81767,133.16725,332.95,3.57,1.77,2023-10-07,553,Aqua,MODIS,74,6.1NRT,311.38,104.1,D
-19.81653,133.13667,370.62,3.55,1.77,2023-10-07,553,Aqua,MODIS,100,6.1NRT,311.12,656.69,D
-19.81492,133.38504,341.61,3.71,1.8,2023-10-07,553,Aqua,MODIS,87,6.1NRT,307.39,199,D
-19.80958,133.17017,334.44,3.57,1.77,2023-10-07,553,Aqua,MODIS,82,6.1NRT,311.82,123.19,D
-19.8087,133.13022,350.02,3.55,1.77,2023-10-07,553,Aqua,MODIS,94,6.1NRT,308.21,299.37,D
-19.80854,133.37901,341.99,3.71,1.8,2023-10-07,553,Aqua,MODIS,89,6.1NRT,307.72,216.29,D
-19.80196,133.16376,333.79,3.57,1.77,2023-10-07,553,Aqua,MODIS,75,6.1NRT,311.15,114.33,D
-19.79732,133.30901,326.41,3.66,1.79,2023-10-07,553,Aqua,MODIS,49,6.1NRT,309.68,63.39,D
-19.79232,128.24876,325.21,1.57,1.23,2023-10-07,553,Aqua,MODIS,54,6.1NRT,306.04,20.01,D
-19.78856,133.27132,359.78,3.64,1.79,2023-10-07,553,Aqua,MODIS,99,6.1NRT,312.9,453.26,D
-19.78157,133.26501,374.94,3.64,1.79,2023-10-07,553,Aqua,MODIS,100,6.1NRT,314.49,771.25,D
-19.78147,133.30537,348.26,3.66,1.79,2023-10-07,553,Aqua,MODIS,93,6.1NRT,308.55,284.85,D
-19.77983,133.23392,347.84,3.62,1.78,2023-10-07,553,Aqua,MODIS,93,6.1NRT,310.34,268.76,D
-19.77468,133.29913,372.52,3.66,1.79,2023-10-07,553,Aqua,MODIS,100,6.1NRT,309.7,724.19,D
-19.77276,133.26768,406.08,3.64,1.79,2023-10-07,553,Aqua,MODIS,100,6.1NRT,315.14,1797.17,D
-19.77262,133.22755,336.04,3.62,1.78,2023-10-07,553,Aqua,MODIS,83,6.1NRT,308.24,143.95,D
